Product Name,Long Description,Short Description,Supplier Source,Price,Currency,Stock,Category
Lipton Matcha Green Tea Latte (12 x 22g/264g),"Legal Disclaimers<br>This product is certified halal by Jakim. Suppliers’ halal certification for local chicken/beef are from JAKIM/JAIN whilst imported beef/buffalo/lamb/mutton from Islamic bodies recognized by JAKIM in Australia, New Zealand, India<br><br>Features<br>100% Japanese matcha, Convenient 3in1 premium instant tea mix, Healthier choice, Halal - Malaysia<br><br>Product Marketing<br>100% Japanese Matcha Indulgence<br>Lipton Matcha Green Tea Latte is made with 100% pure matcha powder from the tea fields of Japan. Finely grounded to heavenly smoothness and infused with rich creamy milk, every sip awakens your senses and energises your day.<br>Watch the mix melt into a foamy swirl, breathe in the irresistible aroma, savor the smooth creamy texture, and linger in the blissful moment for a delicious pick-me-up.<br><br>Instant Tea Mix Matcha Green Tea Latte<br><br>Servings per package: 12, Serving size: 22 g<br><br>Ingredients<br>Creamer (contains Refined Hydrogenated Palm Kernel Oil and/or Refined Fully Hydrogenated Coconut Oil), Sugar, Skim Milk Powder, Matcha Powder, Milk Powder, Maltodextrin, Stevia<br><br>Contains Milk<br>May contain traces of Cereal containing Gluten, Soy and Egg","Legal Disclaimers
This product is certified halal by Jakim. Suppliers’ halal certification for local chicken/beef are from JAKIM/JAIN whilst imported beef/buffalo/lamb/mutton from Islamic bodies recognized by JAKIM in Australia, New Zealand, India

Features
100% Japanese matcha, Convenient 3in1 premium instant tea mix, Healthier choice, Halal - Malaysia

Product Marketing
100% Japanese Matcha Indulgence
Lipton Matcha Green Tea Latte is made with 100% pure matcha powder from the tea fields of Japan. Finely grounded to heavenly smoothness and infused with rich creamy milk, every sip awakens your senses and energises your day.
Watch the mix melt into a foamy swirl, breathe in the irresistible aroma, savor the smooth creamy texture, and linger in the blissful moment for a delicious pick-me-up.

Instant Tea Mix Matcha Green Tea Latte

Servings per package: 12, Serving size: 22 g

Ingredients
Creamer (contains Refined Hydrogenated Palm Kernel Oil and/or Refined Fully Hydrogenated Coconut Oil), Sugar, Skim Milk Powder, Matcha Powder, Milk Powder, Maltodextrin, Stevia

Contains Milk
May contain traces of Cereal containing Gluten, Soy and Egg",https://shopee.com.my/Lipton-Matcha-Green-Tea-Latte-(12-x-22g-264g)-i.120723581.3370831267?sp_atk=8788d760-5aec-4a15-9b44-5db13dc23067&xptdk=8788d760-5aec-4a15-9b44-5db13dc23067,13.99,MYR,7,Groceries
Softlan Aroma Therapy Relax Fabric Conditioner 2.8L,"Softlan Aroma Therapy Relax Fabric Softener is Soft as a Mother's Touch. Take your time. Experience softness and delight your senses with exotic aroma relax.  Softlan's Fabric Care Treatment protects your fabrics by coating and nourishing them, leaving clothes:<br><br>- Softer<br>- Fresher<br>- Easier to iron<br>- Static Free<br>- With Less Wrinkles <br>- Irresistible Softness<br>- Captivating Fragrance<br>- More comfortable to wear<br><br>Fabric Conditioner<br><br>Preparation and Storage<br>Preparation and Usage<br>Handwash<br>Pour Softlan into final rinse, agitate, then add clothes.<br>Machine Wash<br>Pour Softlan into dispenser or final rinse.<br>Note: Pour Softlan into water, not directly onto clothes.","Softlan Aroma Therapy Relax Fabric Softener is Soft as a Mother's Touch. Take your time. Experience softness and delight your senses with exotic aroma relax.  Softlan's Fabric Care Treatment protects your fabrics by coating and nourishing them, leaving clothes:

- Softer
- Fresher
- Easier to iron
- Static Free
- With Less Wrinkles 
- Irresistible Softness
- Captivating Fragrance
- More comfortable to wear

Fabric Conditioner

Preparation and Storage
Preparation and Usage
Handwash
Pour Softlan into final rinse, agitate, then add clothes.
Machine Wash
Pour Softlan into dispenser or final rinse.
Note: Pour Softlan into water, not directly onto clothes.",https://shopee.com.my/Softlan-Aroma-Therapy-Relax-Fabric-Conditioner-2.8L-i.120723581.4270745070?sp_atk=d86ebddf-8151-4b2a-a87d-cd81df1d8148&xptdk=d86ebddf-8151-4b2a-a87d-cd81df1d8148,11.49,MYR,46,Groceries
Dynamo Powder Touch Of Downy 2Kg,Dynamo Powder Downy 2kg<br><br>FeaturesWith 7-ingredient stain & germ removal system<br><br>Provide long lasting freshness <br><br>Malodour removal even when dried indoor <br><br>Deep fiber cleaning<br><br>Complete stain and ordor removal (*Based on technical test of chocolate stain on polyester fabric),"Dynamo Powder Downy 2kg

FeaturesWith 7-ingredient stain & germ removal system

Provide long lasting freshness 

Malodour removal even when dried indoor 

Deep fiber cleaning

Complete stain and ordor removal (*Based on technical test of chocolate stain on polyester fabric)",https://shopee.com.my/Dynamo-Powder-Touch-Of-Downy-2Kg-i.120723581.4009913768?sp_atk=be9d52d0-5dc6-455c-ae80-fc53a47af37c&xptdk=be9d52d0-5dc6-455c-ae80-fc53a47af37c,15.5,MYR,50,Groceries
Pocky Family Pack Cookies and Cream 168g,"Welcome to where we strive to provide our customers an array of products that satisfy demand for quality and efficiency. Buy our products from Shopee Mall in a worry-free manner as we guarantee 100% authenticity. Shopping can't get any easier than this, so start today!<br>Pocky Family Pack Cookies and Cream 168g<br>","Welcome to where we strive to provide our customers an array of products that satisfy demand for quality and efficiency. Buy our products from Shopee Mall in a worry-free manner as we guarantee 100% authenticity. Shopping can't get any easier than this, so start today!
Pocky Family Pack Cookies and Cream 168g",https://shopee.com.my/Pocky-Family-Pack-Cookies-and-Cream-168g-i.120723581.5318405202?sp_atk=aa242545-b02e-4ae5-bacf-fb4ab4bcd58b&xptdk=aa242545-b02e-4ae5-bacf-fb4ab4bcd58b,10.99,MYR,11,Groceries
Mr Muscle Kiwi Kleen Superactive Glass Cleaner 2 x 500ml,"Mr Muscle Kiwi Kleen Superactive Glass Cleaner 2 x 500ml<br><br>- Removes dirt for a streak-free, long lasting shine, Better coverage for better cleaning. <br>- Contains no phosphate<br>- Mr. Muscle® Kiwi Kleen® Glass Cleaner has a long lasting effect that helps keep glass looking clean and shiny for up to 3 weeks.<br>- Mr. Muscle® Kiwi Kleen® Glass Cleaner quickly dissolves dirt from glass and all washable surfaces, and leaves them with a streak-free shine. No need to rinse.","Mr Muscle Kiwi Kleen Superactive Glass Cleaner 2 x 500ml

- Removes dirt for a streak-free, long lasting shine, Better coverage for better cleaning. 
- Contains no phosphate
- Mr. Muscle® Kiwi Kleen® Glass Cleaner has a long lasting effect that helps keep glass looking clean and shiny for up to 3 weeks.
- Mr. Muscle® Kiwi Kleen® Glass Cleaner quickly dissolves dirt from glass and all washable surfaces, and leaves them with a streak-free shine. No need to rinse.",https://shopee.com.my/Mr-Muscle-Kiwi-Kleen-Superactive-Glass-Cleaner-2-x-500ml-i.120723581.6445802110?sp_atk=a2eba948-54da-44f0-852f-6b0142870169&xptdk=a2eba948-54da-44f0-852f-6b0142870169,11.9,MYR,2,Groceries
Downy Parfum Collection Daring Concentrate Fabric Conditioner 800ml,"Downy Daring Concentrate Fabric Softener keeps clothes smelling good all day long with indulgent fragrance that lasts longer. Its unique Perfume Micro Capsules remain on the fabric even after drying, and release perfume gradually for long-lasting freshness.<br><br>1 x Downy Parfum Collection Daring Concentrate Fabric Conditioner 800ml","Downy Daring Concentrate Fabric Softener keeps clothes smelling good all day long with indulgent fragrance that lasts longer. Its unique Perfume Micro Capsules remain on the fabric even after drying, and release perfume gradually for long-lasting freshness.

1 x Downy Parfum Collection Daring Concentrate Fabric Conditioner 800ml",https://shopee.com.my/Downy-Parfum-Collection-Daring-Concentrate-Fabric-Conditioner-800ml-i.120723581.7453934590?sp_atk=92104621-cf8e-4c29-a6fc-5f8ea3e84d77&xptdk=92104621-cf8e-4c29-a6fc-5f8ea3e84d77,10.09,MYR,18,Groceries
Nescafé Gold Origins Cap Colombia Instant Coffee 100g,"Slow roasted selected Arabica and Robusta beans. Premium Coffee Blend Rich In Flavor Intense Aroma<br><br>ARTFULLY CRAFTED COFFEE <br>Our experts have carefully crafted the finest quality coffee experience for you.  Arabica and Robusta coffee beans are selected and slow roasted to create the  rich, satisfying taste and alluring aroma of this sophisticated coffee. Enjoy a special moment worth cherishing with the superior quality of NESCAF Gold Blend,  our flavour-rich and aromatic coffee.<br><br>Product Description<br>Features<br>Fruity & delicate, Handpicked Arabica beans from Colombia revealing subtle fruity aromas, Grown respectfully, Freeze dried soluble coffee made from 100% pure coffee beans<br><br>Manufacturer Marketing<br>Good Food, Good Life®<br>Nestlé®<br><br>Further Description<br>Discover more on nescafe.co.uk<br><br>Colombian single origin 100% Arabica<br><br>Other Information<br>Packaged in a protective atmosphere.<br><br>Product Information<br>Third Party Logos<br>Green Dot<br><br>Preparation and Storage<br>Preparation and Usage<br>One mug = 1.8g + 200ml water.","Slow roasted selected Arabica and Robusta beans. Premium Coffee Blend Rich In Flavor Intense Aroma

ARTFULLY CRAFTED COFFEE 
Our experts have carefully crafted the finest quality coffee experience for you.  Arabica and Robusta coffee beans are selected and slow roasted to create the  rich, satisfying taste and alluring aroma of this sophisticated coffee. Enjoy a special moment worth cherishing with the superior quality of NESCAF Gold Blend,  our flavour-rich and aromatic coffee.

Product Description
Features
Fruity & delicate, Handpicked Arabica beans from Colombia revealing subtle fruity aromas, Grown respectfully, Freeze dried soluble coffee made from 100% pure coffee beans

Manufacturer Marketing
Good Food, Good Life®
Nestlé®

Further Description
Discover more on nescafe.co.uk

Colombian single origin 100% Arabica

Other Information
Packaged in a protective atmosphere.

Product Information
Third Party Logos
Green Dot

Preparation and Storage
Preparation and Usage
One mug = 1.8g + 200ml water.",https://shopee.com.my/Nescaf%C3%A9-Gold-Origins-Cap-Colombia-Instant-Coffee-100g-i.120723581.7090595743?sp_atk=3b2f908d-212f-48f9-8874-1829a688d1e5&xptdk=3b2f908d-212f-48f9-8874-1829a688d1e5,18.7,MYR,50,Groceries
Super Roasted Hazelnut 3 in 1 Charcoal Roasted White Coffee 15 Sachets x 36g (540g),"Super Roasted Hazelnut 3 in 1 Charcoal Roasted White Coffee <br><br>SUPER White Coffee is for those who love the authentic taste of Ipoh coffee shop white coffee. A Classic White Coffee with addition of sugar and creamer for a deliciously creamy cup of coffee. A SUPER cup of white coffee will bring back memories of the good old days.<br>SUPER White Coffee exudes the aroma of a light char, reminiscent of the traditional heritage of charcoal roasted beans in the 19th century. Our roasting techniques faithfully capture the rich, smooth, buttery characteristics of this classic brew<br><br>Preparation: Hot: Pour the stick contents into your cup. Add 200 ml of hot water (80° C). Stir and enjoy! <br>Cold: Pour the stick contents into your cup. Add 80 ml of hot water (80° C). Stir, add ice cubes and enjoy!<br><br>Each pack contains 15 sachets x 36g (540g) Store in a cool, dry place<br><br>A cup of SUPER will bring out the best in you!<br>","Super Roasted Hazelnut 3 in 1 Charcoal Roasted White Coffee 

SUPER White Coffee is for those who love the authentic taste of Ipoh coffee shop white coffee. A Classic White Coffee with addition of sugar and creamer for a deliciously creamy cup of coffee. A SUPER cup of white coffee will bring back memories of the good old days.
SUPER White Coffee exudes the aroma of a light char, reminiscent of the traditional heritage of charcoal roasted beans in the 19th century. Our roasting techniques faithfully capture the rich, smooth, buttery characteristics of this classic brew

Preparation: Hot: Pour the stick contents into your cup. Add 200 ml of hot water (80° C). Stir and enjoy! 
Cold: Pour the stick contents into your cup. Add 80 ml of hot water (80° C). Stir, add ice cubes and enjoy!

Each pack contains 15 sachets x 36g (540g) Store in a cool, dry place

A cup of SUPER will bring out the best in you!",https://shopee.com.my/Super-Roasted-Hazelnut-3-in-1-Charcoal-Roasted-White-Coffee-15-Sachets-x-36g-(540g)-i.120723581.1920889115?sp_atk=a236ac1b-f393-4443-a2c2-6430899cd013&xptdk=a236ac1b-f393-4443-a2c2-6430899cd013,13.19,MYR,8,Groceries
Jacobs Cream Cracker (700g) (Expiry Date: 9 Aug 2022),"Contains 93% wheat cereal to offer you healthier crackers<br>It has 30% less fat content as compared to other crackers<br>No added sugar, colouring and preservatives<br>Has a unique combination of vitamins and minerals (Vit. A,B1, B2, B3, B12, Calcium, Iron and Iodine)","Contains 93% wheat cereal to offer you healthier crackers
It has 30% less fat content as compared to other crackers
No added sugar, colouring and preservatives
Has a unique combination of vitamins and minerals (Vit. A,B1, B2, B3, B12, Calcium, Iron and Iodine)",https://shopee.com.my/Jacobs-Cream-Cracker-(700g)-(Expiry-Date-9-Aug-2022)-i.120723581.1926945992?sp_atk=822c4c58-3a09-4782-8084-8d1a8da14b70&xptdk=822c4c58-3a09-4782-8084-8d1a8da14b70,12.89,MYR,40,Groceries
Milo Activ-Go Chocolate Malt Drink 18 Sticks x 30g,"Why MILO?When your body is well-nourished and you have the right attitude, you can maintain your determination and belief despite the challenges in your way.<br><br>Have a nourishing cup of MILO Kosong anytime, anywhere.<br>MILO Kosong contains the natural goodness of cocoa, milk and malt for the nourishing, delicious, more chocolatey and richer MILO taste.<br><br>Each cup is fortified with essential nutrients to fuel you with the energy to take on your daily challenges.","Why MILO?When your body is well-nourished and you have the right attitude, you can maintain your determination and belief despite the challenges in your way.

Have a nourishing cup of MILO Kosong anytime, anywhere.
MILO Kosong contains the natural goodness of cocoa, milk and malt for the nourishing, delicious, more chocolatey and richer MILO taste.

Each cup is fortified with essential nutrients to fuel you with the energy to take on your daily challenges.",https://shopee.com.my/Milo-Activ-Go-Chocolate-Malt-Drink-18-Sticks-x-30g-i.120723581.1970419441?sp_atk=d5b2bb13-d45e-408c-9eab-21587b889d6a&xptdk=d5b2bb13-d45e-408c-9eab-21587b889d6a,15.19,MYR,48,Groceries
Ambi Pur Room Fresh Relaxing Lavender Gel Fresh 2pcs x 180g,"Ambi Pur Room Fresh Gel Fresh Air Refreshing Gel Relaxing Lavender 180GX2<br><br>Freshens any room with the relaxing fragrance of lavenders. <br><br>How to use:<br>Tear off the plastic film from the bottom section.<br>To release fragrance, grip the bottom section and pull up the upper portion till you hear a click.<br>Pull up to increase fragrance intensity, or push down to decrease. Each degree of fragrance is marked by a click.<br><br>Warnings:<br>USE ONLY AS DIRECTED. Keep out of reach of children and pets. IF SWALLOWED, do not induce vomiting; call physician or poison control center immediately. Do not expose product to direct sunlight, near heat or open flame. If eye or skin contact occurs, immediately rinse with plenty of water for 20 minutes. If eye irritation persists, consult a physician.<br>","Ambi Pur Room Fresh Gel Fresh Air Refreshing Gel Relaxing Lavender 180GX2

Freshens any room with the relaxing fragrance of lavenders. 

How to use:
Tear off the plastic film from the bottom section.
To release fragrance, grip the bottom section and pull up the upper portion till you hear a click.
Pull up to increase fragrance intensity, or push down to decrease. Each degree of fragrance is marked by a click.

Warnings:
USE ONLY AS DIRECTED. Keep out of reach of children and pets. IF SWALLOWED, do not induce vomiting; call physician or poison control center immediately. Do not expose product to direct sunlight, near heat or open flame. If eye or skin contact occurs, immediately rinse with plenty of water for 20 minutes. If eye irritation persists, consult a physician.",https://shopee.com.my/Ambi-Pur-Room-Fresh-Relaxing-Lavender-Gel-Fresh-2pcs-x-180g-i.120723581.1996760121?sp_atk=509d9ee6-1007-467a-b839-59c0e7f53edf&xptdk=509d9ee6-1007-467a-b839-59c0e7f53edf,15.99,MYR,61,Groceries
Julie's Love Letters Chocolate 15 Packs 705g,"Product Description<br>Legal Disclaimers<br>This product is certified halal by Jakim. Suppliers’ halal certification for local chicken/beef are from JAKIM/JAIN whilst imported beef/buffalo/lamb/mutton from Islamic bodies recognized by JAKIM in Australia, New Zealand, India<br><br>Features<br>Suitable for vegetarians, Halal - Malaysia<br><br>Chocolate Cream Wafer Rolls<br><br>Serving Size: 5 Sticks (47g), Servings Per Container: 15<br><br>Ingredients<br>Sugar, Wheat Flour, Vegetable Oil (Palm Oil), Skimmed Milk Powder, Cocoa Powder (4.5%), Egg, Whey Powder, Corn Starch, Emulsifier [Soya Lecithin (INS 322(i))], Flavourings, Cocoa Mass (0.4%), Salt, Colouring [Caramel (INS 150d)], Additives used are of Plant & Chemical Origin<br><br>Contains Cereals containing Gluten, Egg, Milk Derivatives and Soy Derivatives<br>Produced in a facility that also processes products containing Peanut, Sesame, Tree Nuts and Nut Products","Product Description
Legal Disclaimers
This product is certified halal by Jakim. Suppliers’ halal certification for local chicken/beef are from JAKIM/JAIN whilst imported beef/buffalo/lamb/mutton from Islamic bodies recognized by JAKIM in Australia, New Zealand, India

Features
Suitable for vegetarians, Halal - Malaysia

Chocolate Cream Wafer Rolls

Serving Size: 5 Sticks (47g), Servings Per Container: 15

Ingredients
Sugar, Wheat Flour, Vegetable Oil (Palm Oil), Skimmed Milk Powder, Cocoa Powder (4.5%), Egg, Whey Powder, Corn Starch, Emulsifier [Soya Lecithin (INS 322(i))], Flavourings, Cocoa Mass (0.4%), Salt, Colouring [Caramel (INS 150d)], Additives used are of Plant & Chemical Origin

Contains Cereals containing Gluten, Egg, Milk Derivatives and Soy Derivatives
Produced in a facility that also processes products containing Peanut, Sesame, Tree Nuts and Nut Products",https://shopee.com.my/Julie's-Love-Letters-Chocolate-15-Packs-705g-i.120723581.1926946048?sp_atk=784b3db6-d564-4df9-bc10-5c3a5472d633&xptdk=784b3db6-d564-4df9-bc10-5c3a5472d633,18.09,MYR,10,Groceries
Ambi Mini Fresh 2X4.5Ml Fresh Laundry,"Lasts up to 60 days* (*at average filling volume under test condition. )<br>Modern and compact design; just hang or place it flat in any small spaces.<br>Ambi Pur Mini Fresh is a Small Space Freshener, specially designed to keep your cabinets, drawers and other small storage areas smelling fresh all the time.<br>Directions for use 1. To activate product, hold device firmly and remove aluminium foil by pulling it upwards. 2. Hang or place flat in the small space area. 3. Transparent 'P' window indicates end of life and it's time to replace!<br><br>Warnings:<br>Use only as directed.<br>Keep out of reach of children and pets.<br>If eye or skin contact occurs, immediately rinse with plenty of water for 20 minutes.<br>If eye irritation persists, consult a physician.<br>Do not place near heat or open flame.<br>If swallowed, do not induce vomiting; call physician or poison control center immediately.","Lasts up to 60 days* (*at average filling volume under test condition. )
Modern and compact design; just hang or place it flat in any small spaces.
Ambi Pur Mini Fresh is a Small Space Freshener, specially designed to keep your cabinets, drawers and other small storage areas smelling fresh all the time.
Directions for use 1. To activate product, hold device firmly and remove aluminium foil by pulling it upwards. 2. Hang or place flat in the small space area. 3. Transparent 'P' window indicates end of life and it's time to replace!

Warnings:
Use only as directed.
Keep out of reach of children and pets.
If eye or skin contact occurs, immediately rinse with plenty of water for 20 minutes.
If eye irritation persists, consult a physician.
Do not place near heat or open flame.
If swallowed, do not induce vomiting; call physician or poison control center immediately.",https://shopee.com.my/Ambi-Mini-Fresh-2X4.5Ml-Fresh-Laundry-i.120723581.1996760090?sp_atk=4c752e42-b5a0-4d8d-8780-6af83a686679&xptdk=4c752e42-b5a0-4d8d-8780-6af83a686679,10.99,MYR,12,Groceries
